QQQ,SPY
,
-0.014668846098040866,-0.01805959898903242
-0.013408085368436518,-0.009418863921545007
0.0128906980478396,0.012461106188904836
0.019139993233224573,0.01774496155779115
-0.00658264071857817,-0.008013855319000895
-0.010426891784581005,-0.00783332113816848
-0.00029554329501713106,-0.0028125476988561937
-0.005516512206224622,-0.006037234934646474
-0.012974865368609811,-0.00916065779908437
0.011740645576664432,0.013114334820337525
0.007935297698894006,0.002132676664162503
0.005116591674023008,0.005047636709766268
0.01850432079313613,0.014871271082620874
0.0022106512343511575,-0.005482886258699193
-0.0011507322946379128,0.002342159812563027
-0.02592650385834261,-0.013190862661306424
-0.005126323086037887,-0.012824320853590976
0.009611596620568097,0.00924354842640951
-0.0077533994538808715,-0.01257498462317741
0.00870439730385808,0.012384194458042508
0.00960927537660261,0.014460942859011894
-0.0008736051078523932,-0.0038074891799448896
0.008651608482937778,0.010095085460519737
-0.006071987420599112,-0.0027653753869890663
-0.0031996478640133885,-0.004476086429586412
0.015564028072193148,0.01065330249430918
0.0036400352254322144,0.0005805071340714285
0.011643321726930056,0.009616559585462925
0.008585160845247408,0.004116520116789868
0.0009354184012315692,0.0015729874996222026
0.001401468730578559,9.53040660576221e-05
0.00494578991561756,-0.0007136690046978256
0.006686094571960455,0.006000562781162122
0.0010144258909849935,-0.000142104843448565
0.000737293605394651,0.0028405977279197803
-0.0024860759501378338,-0.0008493859397686876
0.005076714577639141,-0.0011817079755100934
-0.004408300531783649,-0.0034060109186652143
0.009040319320914536,0.006313453262492885
-0.004662234007783983,-0.0041040478120406565
-0.003858042910250159,-0.004215635470289136
0.0017518977177084505,0.0010939805605529873
-0.011321694982696973,-0.014064355734703993
0.0028860759532634006,0.004144514382574238
-0.018566699336748482,-0.01622184569596019
-0.005769743175007669,-0.002341510615724629
0.006564517867940101,0.012713947658099745
-0.004348038382737562,-0.006132441252054477
0.012910720577007817,0.013360729579504405
0.0015934731587308182,-0.002972417673823502
0.009824680484031845,0.012021142887565839
0.0014827855566577064,-0.004561171005845854
0.006472763909268986,0.008826727945825397
-0.0019346523507002278,-0.0019486745304643227
-0.0036004450080597827,-0.005618639793557922
-0.02288521534372101,-0.014654039753835502
-0.003413840924881395,-0.002381496040961717
0.003996130746737991,0.002289443139056324
0.011467228301309307,0.012200124585429961
-0.010587583165690972,-0.008739630526771958
-0.005208271102798867,-0.003536155008568964
0.0006664826577915672,0.00359716110772057
0.008181136809694678,0.0067338067832887205
-0.0016984285858907544,-0.00264667744440239
0.007939536679006931,0.003377126433523614
0.0062827286672269,0.004423195258323576
0.004100804698964788,0.005457453318477912
-0.002506059652852888,-0.004523221518867859
-0.002884559462283387,0.0019130443860051471
0.006251658735643595,0.004487257018388258
-0.0013909328977539381,-0.00028524598836088266
-0.015600239105953206,-0.01150327581767474
0.014998683773258081,0.009136751605209659
0.004274918213774237,-0.0011916364250352807
0.005460215134674096,0.004914292121164898
0.003773417064254936,0.0025161578751975444
0.013570362174754491,0.0023206806663811363
-0.002532929689939123,-0.004157601794769428
-0.0019953944151842595,0.0031785545602531773
-0.0062704170760385924,-0.004114503441828732
-0.015729482938836803,-0.01002050677829358
0.013193636100062411,0.010841525999907953
0.0016509166251184038,0.0028471527652316198
-0.016296230976594606,-0.0114519063744013
-0.006887194210326908,-0.004116729839778399
0.005998002906844047,0.003989835597859814
0.012482504213584544,0.013166192902012153
-0.0038644421699389753,-0.004773005679370446
-0.004525333542742871,-0.002991227890628556
0.0020410780344317647,0.00019048490231732274
0.014629542525182782,0.010427820014530909
0.0,0.0010837567204444731
0.004380398548085251,0.0031067337051025046
-0.001090211192265489,-0.0003287027023612943
0.000636613107253936,-0.0007038992723897852
0.005181344042998637,0.002912422516753166
-0.0009946980757984392,-0.0023889597192646717
-0.011496700895417877,-0.010751595428885263
0.01611735730680297,0.009492389634287779
-0.0022530371408880923,-0.0011285502255732327
-0.005961330236987306,-0.006212968942346686
0.0033619022083914984,0.0020365272351920982
-0.0031696775653506926,-0.0009924657202133869
0.0029984455972913437,0.0026498069034222027
-0.007608944915580285,-0.008446999253189702
-0.0023731301570211194,-0.0017130538686624952
-0.010155291141559442,-0.006149655786799935
-0.0016639630126099592,-0.00014404424592528997
0.013702436168500531,0.011993432869943144
0.0014611070535264226,0.0032236978306885433
-0.008207760975632472,-0.007655391030016667
-0.004965729987104872,-0.004285342600487074
0.005452494306950051,0.005451711363306133
0.002757319710606554,0.0016170858110062802
0.014573958067594539,0.01039959639850796
-0.004944111101169213,-0.004439159283241234
0.007370955125949763,0.0051231166546499285
0.000813035442815524,0.0007076775669285773
-0.005144868087284427,-0.0072628216400977275
-0.001996315516536451,-0.0030401315595993683
-0.006635956819719291,-0.00019061997897484861
-0.02361130050433269,-0.020970211200618927
0.0035617717458480413,0.0020926185497751604
0.007938553458423536,0.008015944835343847
0.0002779676342292703,-0.0009156122354267993
-0.0023158802772592635,-0.00284636028412788
0.0025070481843401105,0.006288903951770619
-0.017412405498771433,-0.016777273140995863
-0.0005654473731049325,0.0018094060439914905
0.015278665413096304,0.012591374725887894
0.017557182654391656,0.011037173807896927
0.006572785257468183,0.004337818276737515
0.0010883482857786397,-0.00033215783597362325
0.014132996850091173,0.00802419971364432
0.014740067954754688,0.0008483577924689456
0.0034333468228613384,0.0005170170069546121
-0.0006141554161137597,-0.003950424370906647
-0.011324724913853057,-0.001794811408455943
-0.003729431797891758,-0.005630046118198728
-0.009803746149764425,-0.01037219717888227
-0.008280743080718467,-0.005817253343706641
0.008622152259821991,0.012282933408402474
0.0037790644729440714,0.006879349206439844
0.004751425837108858,0.00023703149994047656
-0.0011601612773930459,-0.001518015877690515
-0.0031261667269322224,-0.0033728313673747623
-0.0018818328410463714,-0.001954463890434077
0.0077207175246016835,0.0032955175860212016
-0.01603529453587782,-0.008187691415000309
-0.001267865487368014,-0.0019196676097619214
0.011422515370008268,0.012599068786053103
-0.012817084628170883,-0.00902297444049327
0.0034498299288601153,0.0011978653378679205
-0.001628272867920666,-0.0012445181936707739
0.0015407770145270394,0.003642001719026844
0.008324728515484159,0.005587048978623388
-0.005115318769316812,-0.0028964918050202737
-0.006584773419314516,-0.007905261001884711
-0.027694308978075233,-0.02088190540142254
-0.04370594256611027,-0.030102191545540502
-0.03847672129877766,-0.042106945766215764
-0.00375779381428476,-0.011767651285887748
0.05036205240224856,0.038393703158946524
0.02533231903649691,0.024735243165042498
-0.00018941513637227292,5.0142155736621064e-05
-0.012402732051989052,-0.008078931422504376
-0.03125318468172433,-0.029847687474073514
0.028203941945269317,0.01898103557702946
-0.004908519871210437,0.0007160420087859443
-0.011896570905529757,-0.015136645800599924
0.028191049617990238,0.02513115548219491
-0.011233922012601427,-0.013371902885922715
0.010879982559072632,0.005441864713799038
0.005524225419618389,0.004544000136047277
-0.003030937383436738,-0.0037103018540837196
0.011781546207650928,0.012499492085772834
0.005633927960914331,0.008666309374575798
0.0003737778080317167,-0.0022475874559373388
-0.014222902920360436,-0.01634168509965417
0.003132501697644896,0.005167868903389383
-0.014950951933632828,-0.012979784943713435
0.0007686587193131977,-0.0015986768546137897
-0.003647714021741799,-0.0036157348132487277
-0.008477785418841699,-0.00025933067667194276
-0.028468823702888946,-0.02509717151657409
-0.005199967001535466,0.0005850217199370178
0.02302163117416023,0.01865863303271653
0.0045203930267347925,0.0026090834632315207
0.01751120777197457,0.014937532294359013
0.01432572661013709,0.017794756357301766
-0.004739333911895405,-0.0034260296961285963
0.005999865392896764,0.008190558702023676
0.003976287578843163,0.009026516594668799
0.004526065314496952,0.0005965813899539985
0.0024408293426518846,0.0009438004066069094
-0.00646151776878956,-0.006302362941544737
-0.0016021747059694613,-0.004794182342952591
0.016425728806872097,0.015354963928927656
0.004179496917462,0.004546508695312479
0.005734342889837762,0.000491669828561303
-0.005149658628016196,-0.0012784217061448944
-0.006100957601182233,-0.006203467895479986
0.02036822812904071,0.016893704772104723
0.027982886342216018,0.0109617259007051
0.0006206392686354256,-0.0024577563900191057
0.0020382278269446275,-0.001932198459252077
0.008312560521086088,0.011374720702589602
-0.0015785631569592562,-0.0005743101190185396
-0.00448008762623997,-0.00431014597704904
0.011294511460288703,0.011831116723806323
0.003490066444752138,0.002899656959232333
8.706595924379279e-05,-0.0030333704891276625
-0.002695527233038564,-0.0009985630621892616
0.0006976339333724102,-0.000522959444893556
-0.0106282472329855,-0.009331861456318036
-0.0025532418018779923,0.002306672917259389
-0.0012360170096343825,-0.003931332065542303
-0.009722420008341226,-0.013959943631806193
-0.01963596676813295,-0.011228239703278575
0.014384862108051566,0.015206637052442629
0.000627993743782751,-0.000729163747442807
0.01919460969598341,0.015865932284999662
